icb_code,testing_period,cv_number,ibes,lgbm_ex_fwd,lgbm_in_fwd,len,industry_group_name
552010,2017-12-31 00:00:00,all,0.02152795708005825,0.019131955461419128,0.019926559065610625,700.0,Chem
351020,2017-12-31 00:00:00,all,0.01132703263231288,0.011192680260751648,0.011530512600282296,600.0,REIT
502060,2017-12-31 00:00:00,all,0.017796775061831555,0.01692476349400965,0.018232588757141052,560.0,Ind. Transport
502030,2017-12-31 00:00:00,all,0.024707743518538265,0.021171338447909274,0.020626476207548237,420.0,Industrials
301010,2017-12-31 00:00:00,all,0.004012702210660113,0.005489650516238103,0.005561908438313576,3620.0,Banks
601010,2017-12-31 00:00:00,all,0.012974954527675418,0.012057168243087488,0.010633062149658373,2320.0,Energy
101010,2017-12-31 00:00:00,all,0.010813827387266366,0.010122719271212686,0.009775681759170455,530.0,Software and Comp Serv
501010,2017-12-31 00:00:00,all,0.014927245752146852,0.014785283765854817,0.014783644842320086,610.0,Construction
201020,2017-12-31 00:00:00,all,0.01433282213325326,0.011257934598432386,0.012266004603750219,430.0,Medical
401010,2017-12-31 00:00:00,all,0.031041035956773193,0.022947541449826855,0.02350796938904428,540.0,Auto
101020,2017-12-31 00:00:00,all,0.019788747827054597,0.01902082025226993,0.018751266793686223,900.0,Tech Equip.
999999,2017-12-31 00:00:00,all,0.01667436401100647,0.014894275560338614,0.014986271100998802,6670.0,
651010,2013-12-31 00:00:00,all,0.015387339797752433,0.0173807524789998,0.01703585427255906,230.0,Electricity
502050,2013-12-31 00:00:00,all,0.014033839594899627,0.015901133585628134,0.014402279320410601,330.0,Ind. Services
302020,2013-12-31 00:00:00,all,0.01736629133492212,0.012717231626380554,0.015016927211307141,380.0,Finance Services
201030,2013-12-31 00:00:00,all,0.010799534211385228,0.01173399086141342,0.01160391251348917,500.0,Pharma-Biotech
552010,2013-12-31 00:00:00,all,0.017931101436672352,0.021518121581535214,0.021471348253920462,450.0,Chem
351020,2013-12-31 00:00:00,all,0.016817268775479614,0.011960390845159902,0.013105987118081086,280.0,REIT
502060,2013-12-31 00:00:00,all,0.011190440869681621,0.01392469412631754,0.013745246553484887,450.0,Ind. Transport
502030,2013-12-31 00:00:00,all,0.013964506219606787,0.014818871645688597,0.014391894477622045,320.0,Industrials
301010,2013-12-31 00:00:00,all,0.008872503856431027,0.007965357284308847,0.008971615386216214,1380.0,Banks
601010,2013-12-31 00:00:00,all,0.02811937505415301,0.023908481159958892,0.024054671233201937,1220.0,Energy
101010,2013-12-31 00:00:00,all,0.009593736760132383,0.009748544069185721,0.009827646994873224,320.0,Software and Comp Serv
501010,2013-12-31 00:00:00,all,0.02071316471465748,0.01724297484750175,0.017674020189558992,420.0,Construction
201020,2013-12-31 00:00:00,all,0.012103894952512859,0.009594623204336003,0.009861071802814191,260.0,Medical
401010,2013-12-31 00:00:00,all,0.015548952432104206,0.021676195034019657,0.022839196693809485,390.0,Auto
101020,2013-12-31 00:00:00,all,0.013956212124355816,0.014828277315826345,0.016115980962188418,650.0,Tech Equip.
999999,2013-12-31 00:00:00,all,0.01514194651398879,0.015307678328699168,0.015298800953207334,3860.0,
651010,2019-03-31 00:00:00,all,0.014426967926892341,0.013961417603749969,0.015475853222872293,540.0,Electricity
502050,2019-03-31 00:00:00,all,0.017060639946011317,0.01634178688594124,0.016515038434661945,500.0,Ind. Services
302020,2019-03-31 00:00:00,all,0.013120604456928642,0.011020392510149909,0.011907520194140679,580.0,Finance Services
201030,2019-03-31 00:00:00,all,0.014673398129662773,0.013553252333150596,0.013970291036526822,740.0,Pharma-Biotech
552010,2019-03-31 00:00:00,all,0.029593590250913116,0.02147510661890558,0.023189559050583085,640.0,Chem
351020,2019-03-31 00:00:00,all,0.010055390345606945,0.008757335014388006,0.008972068080137912,580.0,REIT
502060,2019-03-31 00:00:00,all,0.017359027809981487,0.014761761915252221,0.014517220295749488,620.0,Ind. Transport
502030,2019-03-31 00:00:00,all,0.016013285102560476,0.011132518036691467,0.012703493850437165,370.0,Industrials
301010,2019-03-31 00:00:00,all,0.004576469511798332,0.00529846547686003,0.00527036993475154,4940.0,Banks
601010,2019-03-31 00:00:00,all,0.06281408511941365,0.0602652634633207,0.059706637980921795,920.0,Energy
101010,2019-03-31 00:00:00,all,0.008850740521889876,0.007625409812326467,0.00791775879678673,540.0,Software and Comp Serv
501010,2019-03-31 00:00:00,all,0.018934523494114928,0.019362858679275487,0.019627670017713938,590.0,Construction
201020,2019-03-31 00:00:00,all,0.014447827216489118,0.013796751099077784,0.013300329062551314,400.0,Medical
401010,2019-03-31 00:00:00,all,0.03411996507018529,0.033248471825597245,0.034637276957778844,380.0,Auto
101020,2019-03-31 00:00:00,all,0.023730167519013537,0.023306879368586313,0.02361268263527599,870.0,Tech Equip.
999999,2019-03-31 00:00:00,all,0.016152074215989912,0.013971568313667282,0.014320063416938717,5990.0,
651010,2014-03-31 00:00:00,all,0.017095173491679206,0.019076250936339974,0.018822685467293855,230.0,Electricity
502050,2014-03-31 00:00:00,all,0.010263345561034705,0.009014861058950862,0.00958727816172902,250.0,Ind. Services
302020,2014-03-31 00:00:00,all,0.020407684669266575,0.016925059859535543,0.017679198750818952,340.0,Finance Services
201030,2014-03-31 00:00:00,all,0.01233634515527872,0.012073191496562146,0.01276460580091239,410.0,Pharma-Biotech
552010,2014-03-31 00:00:00,all,0.02179807212045316,0.017359901030224265,0.017399964292442276,300.0,Chem
351020,2014-03-31 00:00:00,all,0.02228888748546431,0.013725451650449451,0.014195273659734888,270.0,REIT
502060,2014-03-31 00:00:00,all,0.007581753442038164,0.011529333404760204,0.011068663481559453,320.0,Ind. Transport
502030,2014-03-31 00:00:00,all,0.020236079824619817,0.022389316863704285,0.021393247692417922,220.0,Industrials
301010,2014-03-31 00:00:00,all,0.010716570015478408,0.007717882203897812,0.008993547691396249,1280.0,Banks
601010,2014-03-31 00:00:00,all,0.04270775282046206,0.04066770604366121,0.03400383759533914,1200.0,Energy
101010,2014-03-31 00:00:00,all,0.00856747489200152,0.009126511996131681,0.009044380796241173,260.0,Software and Comp Serv
501010,2014-03-31 00:00:00,all,0.020194202169289906,0.016457261708187964,0.017037403192719555,290.0,Construction
401010,2014-03-31 00:00:00,all,0.015528907109918829,0.020804271087377372,0.020665556497133683,250.0,Auto
101020,2014-03-31 00:00:00,all,0.021129428154884448,0.017187741710680413,0.01740489285343785,440.0,Tech Equip.
999999,2014-03-31 00:00:00,all,0.016640368130695315,0.014267588713663019,0.014749490895989396,3390.0,
651010,2016-06-30 00:00:00,all,0.018516032027224228,0.015485840568236538,0.0160432193621145,230.0,Electricity
502050,2016-06-30 00:00:00,all,0.009848879613363535,0.01127045044698311,0.011603232400460456,270.0,Ind. Services
302020,2016-06-30 00:00:00,all,0.013678150845380753,0.012961573515027712,0.013916237770916955,350.0,Finance Services
201030,2016-06-30 00:00:00,all,0.0073630238658799535,0.007681003110513377,0.007832088283432747,440.0,Pharma-Biotech
552010,2016-06-30 00:00:00,all,0.03239202157045606,0.030570258718006806,0.030485566486317478,340.0,Chem
351020,2016-06-30 00:00:00,all,0.013882356151468102,0.011350670426607748,0.012098032394042583,270.0,REIT
502060,2016-06-30 00:00:00,all,0.014152613618666491,0.011540058038329035,0.011845272073674579,300.0,Ind. Transport
502030,2016-06-30 00:00:00,all,0.013777031891512715,0.015050533399880751,0.01590699586601212,200.0,Industrials
301010,2016-06-30 00:00:00,all,0.0066945311573360245,0.0064534519037564506,0.006743434369935485,2100.0,Banks
601010,2016-06-30 00:00:00,all,0.030206980478343852,0.024663342945467938,0.01898371204810539,1050.0,Energy
101010,2016-06-30 00:00:00,all,0.010156051280375118,0.011018534722106281,0.010504346737596423,290.0,Software and Comp Serv
501010,2016-06-30 00:00:00,all,0.018080474185385356,0.01672605166135661,0.017366533878097078,310.0,Construction
401010,2016-06-30 00:00:00,all,0.025371405353944713,0.02564910858795076,0.026078594186298373,240.0,Auto
101020,2016-06-30 00:00:00,all,0.018922696960410705,0.01696509270464588,0.0172085614465277,480.0,Tech Equip.
999999,2016-06-30 00:00:00,all,0.01529897475234499,0.013743306601293297,0.014499637983744882,3490.0,
651010,2016-09-30 00:00:00,all,0.017881800663547425,0.01438102065069895,0.014581433348201011,240.0,Electricity
502050,2016-09-30 00:00:00,all,0.010866076343630501,0.011018414304927721,0.01031602976526423,270.0,Ind. Services
302020,2016-09-30 00:00:00,all,0.011773745904600227,0.010733765365331006,0.011535523879944004,390.0,Finance Services
201030,2016-09-30 00:00:00,all,0.00760839676265828,0.0077577934552427695,0.007631481391328447,440.0,Pharma-Biotech
552010,2016-09-30 00:00:00,all,0.03558995777178574,0.02412526988604196,0.025832824980937218,340.0,Chem
351020,2016-09-30 00:00:00,all,0.010103733357923875,0.00915747200940478,0.00998206857324324,280.0,REIT
502060,2016-09-30 00:00:00,all,0.012970230229797432,0.010050765351008573,0.010782814440328251,290.0,Ind. Transport
502030,2016-09-30 00:00:00,all,0.020011030089458128,0.018798774432092425,0.018217985469338564,230.0,Industrials
301010,2016-09-30 00:00:00,all,0.006534562416430626,0.0062070395222447936,0.0061416508473311985,2280.0,Banks
601010,2016-09-30 00:00:00,all,0.03284571652716918,0.01588308423171488,0.01657564991069983,1030.0,Energy
101010,2016-09-30 00:00:00,all,0.012195799645159692,0.010838799735402369,0.011022122582603322,260.0,Software and Comp Serv
501010,2016-09-30 00:00:00,all,0.01830091228476803,0.017125582760779905,0.01653718972738595,320.0,Construction
201020,2016-09-30 00:00:00,all,0.009509935429541032,0.007461075503121275,0.007671532904810104,290.0,Medical
401010,2016-09-30 00:00:00,all,0.020428762476130458,0.01714363381417765,0.018493149959081474,260.0,Auto
101020,2016-09-30 00:00:00,all,0.025418179584345096,0.019813562018028953,0.01959236941786284,500.0,Tech Equip.
999999,2016-09-30 00:00:00,all,0.016174956041081528,0.013020283128732706,0.013759463130436685,3590.0,
651010,2018-12-31 00:00:00,all,0.020177438477865097,0.0198978114602366,0.019464702166682404,370.0,Electricity
502050,2018-12-31 00:00:00,all,0.017050845171719,0.014126935868812685,0.014108891867381608,400.0,Ind. Services
302020,2018-12-31 00:00:00,all,0.017244235197445203,0.011991639968399675,0.012425683127878277,420.0,Finance Services
201030,2018-12-31 00:00:00,all,0.015394565176351321,0.013657850508429544,0.013430181171884171,650.0,Pharma-Biotech
552010,2018-12-31 00:00:00,all,0.02443091268478962,0.017869249193894713,0.019432683064012184,620.0,Chem
351020,2018-12-31 00:00:00,all,0.012867822655933874,0.007202821032049349,0.007714758681761605,290.0,REIT
502060,2018-12-31 00:00:00,all,0.012978683632437956,0.01069527259365377,0.011522476394788013,480.0,Ind. Transport
502030,2018-12-31 00:00:00,all,0.030309998373110974,0.01988878257832575,0.01953934414564252,280.0,Industrials
301010,2018-12-31 00:00:00,all,0.0043164926261269575,0.008022711646859578,0.006260809337390309,3180.0,Banks
601010,2018-12-31 00:00:00,all,0.012185427630556862,0.009193589805703438,0.011485953561814446,2160.0,Energy
101010,2018-12-31 00:00:00,all,0.011084893265583054,0.010440307402336875,0.010467042178083205,390.0,Software and Comp Serv
501010,2018-12-31 00:00:00,all,0.01537857745827014,0.020150458408060085,0.020926536166853024,580.0,Construction
201020,2018-12-31 00:00:00,all,0.01022016434429983,0.010486589436554604,0.010467830441896663,270.0,Medical
401010,2018-12-31 00:00:00,all,0.034833397504522016,0.033952580491868445,0.033728964625721655,450.0,Auto
101020,2018-12-31 00:00:00,all,0.0312946240615927,0.025784745149630202,0.0284817197869174,830.0,Tech Equip.
999999,2018-12-31 00:00:00,all,0.015611013631593697,0.012979815064558193,0.013559486493623051,5460.0,
651010,2015-06-30 00:00:00,all,0.01511883006056854,0.013519753384524219,0.013698233509995711,250.0,Electricity
502050,2015-06-30 00:00:00,all,0.008733625983586046,0.00875080749086273,0.009428089109482172,240.0,Ind. Services
302020,2015-06-30 00:00:00,all,0.02207902764486562,0.013613644258135028,0.013664456395267864,390.0,Finance Services
201030,2015-06-30 00:00:00,all,0.010861382137498083,0.00789738364701472,0.008125320787213165,430.0,Pharma-Biotech
552010,2015-06-30 00:00:00,all,0.025192009822502293,0.020732579781574938,0.021196005919776884,320.0,Chem
351020,2015-06-30 00:00:00,all,0.014047864182054996,0.01150269472961801,0.012160879948238964,260.0,REIT
502060,2015-06-30 00:00:00,all,0.010583936979840048,0.00840493148209319,0.00886634610193457,300.0,Ind. Transport
502030,2015-06-30 00:00:00,all,0.014417325818874123,0.011382561428010378,0.011899943753074276,200.0,Industrials
301010,2015-06-30 00:00:00,all,0.005811233940707763,0.005195087265389283,0.007965509228942421,2580.0,Banks
601010,2015-06-30 00:00:00,all,0.023341421996851356,0.031504088693621056,0.03215232945710927,1050.0,Energy
101010,2015-06-30 00:00:00,all,0.0079153387208922,0.0077995359021518045,0.007653990362588629,310.0,Software and Comp Serv
501010,2015-06-30 00:00:00,all,0.014030951269617536,0.015276901745230002,0.015566737154779593,320.0,Construction
201020,2015-06-30 00:00:00,all,0.008408552160093802,0.005842814334264625,0.006066275647944014,300.0,Medical
401010,2015-06-30 00:00:00,all,0.024428331088774808,0.021253750020329847,0.021675019333331377,260.0,Auto
101020,2015-06-30 00:00:00,all,0.01755767725034786,0.013587160829434407,0.01448707531320305,510.0,Tech Equip.
999999,2015-06-30 00:00:00,all,0.014341237331929204,0.013687452156040449,0.014139039070897344,3430.0,
651010,2017-06-30 00:00:00,all,0.021398013791621852,0.013796168715567594,0.015127733692358614,240.0,Electricity
502050,2017-06-30 00:00:00,all,0.011477886551336731,0.011221298176768344,0.011578500555980581,270.0,Ind. Services
302020,2017-06-30 00:00:00,all,0.01629591440976341,0.011657672261780896,0.012818073747432197,370.0,Finance Services
201030,2017-06-30 00:00:00,all,0.014530521661211876,0.014397872095015666,0.014701487330643316,430.0,Pharma-Biotech
552010,2017-06-30 00:00:00,all,0.0244275728080479,0.02390793758806986,0.02581102660176148,370.0,Chem
351020,2017-06-30 00:00:00,all,0.01506163022722193,0.010564560890830047,0.012371152270559854,300.0,REIT
502060,2017-06-30 00:00:00,all,0.015947797019992393,0.01591103009821824,0.016795976661580562,300.0,Ind. Transport
502030,2017-06-30 00:00:00,all,0.023188910330430034,0.01846469676444813,0.019289867577690852,230.0,Industrials
301010,2017-06-30 00:00:00,all,0.006406567522269668,0.007431933522955313,0.005957108928248719,2140.0,Banks
601010,2017-06-30 00:00:00,all,0.0042050705591272185,0.01236059665095042,0.01496578492948819,1450.0,Energy
101010,2017-06-30 00:00:00,all,0.01233627902466891,0.010975745060883266,0.011683269835058989,290.0,Software and Comp Serv
501010,2017-06-30 00:00:00,all,0.011332770855274257,0.011513359834737103,0.012544878174133179,300.0,Construction
201020,2017-06-30 00:00:00,all,0.011552415930026882,0.01145297703788425,0.011329857212753423,270.0,Medical
401010,2017-06-30 00:00:00,all,0.03486423433287639,0.026959562123470615,0.028704275162148553,260.0,Auto
101020,2017-06-30 00:00:00,all,0.01437137466447966,0.016004900104505646,0.016525864716327616,480.0,Tech Equip.
999999,2017-06-30 00:00:00,all,0.0225577100613527,0.019132554947892868,0.019605532046927224,3590.0,
