icb_code,testing_period,cv_number,ibes,lgbm_ex_fwd,lgbm_in_fwd,len,industry_group_name
401010,2014-09-30 00:00:00,all,0.017865367584606558,0.021804278420236377,0.021203386700954948,260.0,Auto
101020,2014-09-30 00:00:00,all,0.01862642321489332,0.015699408839426103,0.01709941099520213,460.0,Tech Equip.
999999,2014-09-30 00:00:00,all,0.017773448273794838,0.013426170555147271,0.013535786414680508,3390.0,
651010,2014-12-31 00:00:00,all,0.011813876516234995,0.010568586893486429,0.011044336880701344,230.0,Electricity
502050,2014-12-31 00:00:00,all,0.009080961220498417,0.008847148455934572,0.009404463745116401,330.0,Ind. Services
302020,2014-12-31 00:00:00,all,0.013368064085955905,0.010942254272591897,0.011389756456060916,370.0,Finance Services
201030,2014-12-31 00:00:00,all,0.010673897553874882,0.010733207107630755,0.011220421520947623,480.0,Pharma-Biotech
552010,2014-12-31 00:00:00,all,0.019800579968214604,0.023471481608616004,0.023823118081155996,490.0,Chem
351020,2014-12-31 00:00:00,all,0.020092611829290705,0.012208958765114197,0.012764200527979174,270.0,REIT
502030,2014-12-31 00:00:00,all,0.013990726029517411,0.014545554797872647,0.015613429479722196,260.0,Industrials
301010,2014-12-31 00:00:00,all,0.009072598152464532,0.00806334186004841,0.008118116195669938,2360.0,Banks
601010,2014-12-31 00:00:00,all,0.03915749691918266,0.045535159596007735,0.04605988095942409,1110.0,Energy
101010,2014-12-31 00:00:00,all,0.010112382448786737,0.011332161659796095,0.012104064722430703,340.0,Software and Comp Serv
501010,2014-12-31 00:00:00,all,0.02077919292790245,0.015503005573917003,0.01593674783675222,440.0,Construction
201020,2014-12-31 00:00:00,all,0.010707338847420452,0.0073187204825796185,0.007548798007988998,280.0,Medical
401010,2014-12-31 00:00:00,all,0.013947968868587311,0.018384300401812874,0.02124127906828552,390.0,Auto
101020,2014-12-31 00:00:00,all,0.01959501021442752,0.01578239828139486,0.016240845749317417,690.0,Tech Equip.
999999,2014-12-31 00:00:00,all,0.01641269924880455,0.012406216244952565,0.012712697145400128,4120.0,
651010,2015-09-30 00:00:00,all,0.01389587771522644,0.014035113835897726,0.01325486195757453,220.0,Electricity
502050,2015-09-30 00:00:00,all,0.011344722530313081,0.011221523055178451,0.010780894075357724,290.0,Ind. Services
302020,2015-09-30 00:00:00,all,0.026375599080217672,0.017439214194249042,0.019413120320331195,390.0,Finance Services
201030,2015-09-30 00:00:00,all,0.01088206741107257,0.008525034239293938,0.008891482603903478,410.0,Pharma-Biotech
552010,2015-09-30 00:00:00,all,0.03084394863042019,0.020557736545771078,0.020276177076937647,310.0,Chem
351020,2015-09-30 00:00:00,all,0.013856880762153509,0.011169404467716873,0.011496568846615696,260.0,REIT
502060,2015-09-30 00:00:00,all,0.013369925227074505,0.010005258675345683,0.009664098303027027,310.0,Ind. Transport
502030,2015-09-30 00:00:00,all,0.020699822333012846,0.017661955688825254,0.01607073816162554,190.0,Industrials
301010,2015-09-30 00:00:00,all,0.004676573622668009,0.009196172733724372,0.009519221517439768,1940.0,Banks
601010,2015-09-30 00:00:00,all,0.02279625149346644,0.015067164582258945,0.014654367161560227,710.0,Energy
101010,2015-09-30 00:00:00,all,0.008939233461762645,0.008811767501290639,0.00940241853940004,280.0,Software and Comp Serv
501010,2015-09-30 00:00:00,all,0.018952658482171415,0.020209361258888718,0.020163715709565225,280.0,Construction
401010,2015-09-30 00:00:00,all,0.026674483300390333,0.022679383125170573,0.02327312687451002,240.0,Auto
101020,2015-09-30 00:00:00,all,0.020208747300283575,0.01833882544705964,0.01906581986018824,500.0,Tech Equip.
999999,2015-09-30 00:00:00,all,0.016136492073393745,0.013458004623216826,0.013648045629528099,3550.0,
651010,2017-12-31 00:00:00,all,0.016001061213626034,0.012232293338436317,0.012534324645311101,520.0,Electricity
502050,2017-12-31 00:00:00,all,0.014706915147212923,0.01603993568039908,0.01574724512650144,560.0,Ind. Services
302020,2017-12-31 00:00:00,all,0.019776467944247707,0.016957772669402797,0.01700155306309721,700.0,Finance Services
201030,2017-12-31 00:00:00,all,0.015670802806441127,0.0146058443716603,0.014498414140139615,800.0,Pharma-Biotech
