icb_code,101010,101010,101020,101020,201020,201020,201030,201030,301010,301010,302020,302020,351020,351020,401010,401010,501010,501010,502030,502030,502050,502050,502060,502060,552010,552010,601010,601010,651010,651010,999999,999999
importance_type,gain,split,gain,split,gain,split,gain,split,gain,split,gain,split,gain,split,gain,split,gain,split,gain,split,gain,split,gain,split,gain,split,gain,split,gain,split,gain,split
inv_turnover,53328.73290033288,11158.0,111658.05998210823,22348.0,28335.11272312713,7208.0,93186.69924736886,18325.0,0.0,0.0,3460.2442446334744,815.0,1734.416057959199,347.0,56981.6041481039,13752.0,40401.98328995053,8592.0,43475.40343298817,10465.0,49254.41138489638,10500.0,85136.3607088085,18823.0,84365.58336076447,20930.0,74479.80174655086,18033.0,61823.26902856169,13008.0,1317794.189286285,214949.0
earnings_yield,177122.74955381977,19559.0,515568.1779527208,42914.0,91094.22842580837,13732.0,627883.2053559988,41168.0,238625.49717950707,37861.0,430431.5995532707,60143.0,215072.56889472576,30768.0,161439.5714262187,27222.0,91906.71755604475,16967.0,309254.9524834046,30305.0,227676.6363972514,27920.0,233820.32438210605,32891.0,640174.6973395303,53706.0,369195.2832862566,34517.0,275502.9777980628,27170.0,3226499.0927474424,224698.0
ni_to_cfo,130478.31891111223,22764.0,164865.424475951,29081.0,126499.97978305485,16128.0,208200.7335200641,31615.0,234486.27929609112,39245.0,128124.58433595762,32759.0,413490.2503832578,40555.0,97386.94487205347,20534.0,64260.71677425382,14519.0,167919.45011985372,25306.0,104906.66893308394,22018.0,133968.1321118416,26260.0,286167.6312566749,41120.0,99879.26045007283,19855.0,88224.2925685539,15192.0,1807448.7131538705,218038.0
ca_turnover,81551.42021645786,13788.0,80411.08142472222,17368.0,18875.155168464513,5237.0,97942.03700148547,18067.0,0.0,0.0,34097.9980037652,7623.0,9324.978869608953,2035.0,49109.13405741674,12506.0,35231.84068703244,8030.0,38996.216932040974,9763.0,98284.44262479342,21997.0,50222.658854534486,12372.0,82056.26060251352,20413.0,65747.24546646883,13701.0,51171.352734062115,10928.0,1110306.9518679504,193141.0
roe,59067.023454772934,12982.0,97305.41901411225,18292.0,103057.09928237648,14635.0,139515.72853888656,23192.0,215953.79962452027,35339.0,182653.07645003527,35593.0,436998.20257750025,39448.0,56523.33945053474,14410.0,45513.5749574689,9200.0,110689.11808826405,18777.0,81163.0144270831,15570.0,167613.54991535528,27646.0,135715.99461387057,22829.0,183389.2548110501,23783.0,207332.10444898892,20549.0,1087670.5462096098,174690.0
roic,54318.03652643315,9762.0,205293.9116004548,28219.0,25632.172302112882,6409.0,104013.90961666303,12987.0,73953.08881241478,16008.0,82097.10579738145,22587.0,70178.78507524126,17830.0,33022.79601005176,9802.0,27270.835779272606,6378.0,77390.08166469973,16829.0,106628.48318424613,18768.0,60795.30917011407,14839.0,57414.129090687486,14915.0,65656.37037256676,16495.0,60318.4070266259,11809.0,648035.6638535913,123715.0
debt_to_asset,47005.990640860175,9821.0,133925.1022324905,27612.0,25417.490154846513,6366.0,99706.5886385946,20036.0,109102.99732260375,24970.0,107596.08917806607,25533.0,95096.2152996749,22564.0,58071.871881324536,13873.0,56854.85567840468,11132.0,56967.10214487346,13205.0,69344.8095859536,16076.0,81096.40916711693,17824.0,108182.07024374056,25374.0,90088.88101759528,20199.0,54586.33415305544,11323.0,844112.1269860379,152518.0
pretax_margin,62183.56034738294,12499.0,85821.14327428956,17128.0,31298.57796867006,6757.0,92675.97102740967,15907.0,236683.45542341343,40311.0,121972.57207165653,28162.0,106364.03160271648,24216.0,61677.33850385732,14994.0,60464.98738838826,11805.0,51585.3597113062,12734.0,101432.11689126006,19841.0,76677.56714029922,15483.0,66702.50914704241,15482.0,61286.77226861094,14234.0,45053.42668845247,8631.0,920094.7120520814,148612.0
ni_ts01,129767.07395109307,21054.0,92433.42819912278,20641.0,63162.8292211352,12379.0,155214.05317765116,27324.0,250052.85165896238,39583.0,110139.24837598327,30198.0,203217.83927225473,34736.0,64668.750341480605,17421.0,87973.9422693482,16126.0,80873.38723174657,17400.0,159651.47863471525,28420.0,125748.04219380007,22966.0,170095.76862946115,31424.0,114353.44067922351,23563.0,117167.17840789823,17913.0,1185075.0756391701,184041.0
sales_ts01,143048.58186999947,18245.0,92275.91808762612,20005.0,45122.25203409664,8189.0,215748.1048023858,26676.0,204763.68763751996,35162.0,122499.05603337333,30751.0,78733.19536539172,18886.0,71400.4480045187,17104.0,134404.73789744134,19545.0,54227.46742007591,12629.0,103839.23101018988,20283.0,102870.00909266825,20562.0,149882.39448780916,29513.0,107819.00354597946,22244.0,47443.09242691467,10041.0,1163140.913064694,173382.0
pretax_margin_ts01,62370.95384529451,13266.0,71023.50947511237,17049.0,28667.317029549504,7291.0,79368.75049066488,16155.0,138034.09911543957,32691.0,100841.40577594562,28676.0,98972.3115630777,23807.0,48012.798437289355,13625.0,74103.60754030771,15632.0,52606.06846693387,12831.0,103068.30377531155,19728.0,66001.3390074854,14763.0,91596.9965196372,23053.0,85150.15495774579,19092.0,40916.36489892194,8631.0,840225.3817437306,148380.0
cfps_ts01,51849.22796709463,11766.0,81516.01490884168,19547.0,31832.015954123803,8074.0,74188.72774841553,16727.0,94889.45947688103,23795.0,69989.8473312763,20961.0,70258.57259107535,18167.0,40151.309252921084,12764.0,59245.26019803054,12516.0,70957.77490424352,16200.0,77121.14278967165,18092.0,66728.72333907425,16369.0,80897.41749534896,21484.0,67936.81513061142,17027.0,49034.95744208811,10917.0,774079.7616054211,147639.0
ni_ts13,130117.42971429271,19227.0,73856.65957661631,16044.0,31094.567341637383,8098.0,101026.23140390695,18964.0,199206.18274324786,31981.0,94852.58929338564,25930.0,102146.45990358185,24006.0,56965.89552693404,14049.0,62994.193890195944,12915.0,64563.26183380378,14607.0,72919.01893638137,15861.0,66894.91996706162,16062.0,62547.332838641836,15541.0,167576.18746264334,24201.0,45111.75988362985,9976.0,675538.9013464574,127767.0
sales_ts13,100185.89548029973,15484.0,104279.78167233727,22511.0,41414.48950708547,8780.0,186125.2037621246,27912.0,176065.60542701907,34008.0,109529.34976784622,30300.0,97426.6222677935,22854.0,86386.0406224626,20265.0,53087.66805805254,11806.0,102211.1625165683,20401.0,79442.31517238992,17242.0,91473.1560680079,18865.0,85117.93405644316,21292.0,72859.55228930348,17342.0,46294.05851571613,9827.0,941592.9904565575,165318.0
pretax_margin_ts13,65088.43027419109,14185.0,87160.83332278895,18137.0,31264.12769919731,7822.0,111035.25033512336,20717.0,104630.39110632968,23714.0,81745.77772406516,23164.0,80117.32100301763,20855.0,42316.529022985844,11783.0,38968.971423877636,9376.0,109943.42880856319,19711.0,97967.86919748303,19796.0,68100.95690843617,16640.0,107397.96509373427,22478.0,65354.949776556794,15985.0,46958.62655328164,10771.0,743113.8591963846,141434.0
cfps_ts13,50616.481891445124,11284.0,102536.0879582758,21918.0,37327.358262722715,8582.0,61810.41818680825,13974.0,74891.19134226203,17978.0,74540.49715302495,20692.0,108564.14186338882,26555.0,34881.895217697034,10652.0,25326.33885132788,6992.0,69023.02640228964,15933.0,67093.95112160995,15523.0,51356.771684918625,13515.0,67152.846137151,17334.0,66661.57032127654,16272.0,53152.17014433122,11522.0,718812.6286121382,136882.0
ni_ts35,38304.28762674589,8494.0,57759.31460007466,14065.0,69137.59570157595,13935.0,99420.80494586454,17461.0,113834.4253998783,22169.0,86375.86459366811,23615.0,92747.09584030257,23815.0,39518.89892769123,10275.0,30836.0988332988,7789.0,49503.60265470347,12464.0,76112.51585813616,17063.0,74809.26970259544,17219.0,63510.52586032963,16388.0,64105.36696606418,14743.0,65741.64722161248,13622.0,624393.3891164669,122106.0
sales_ts35,108225.04840058197,14339.0,96575.34808245928,20691.0,47600.56041394997,9199.0,76116.87237887706,15241.0,281512.62491535896,35119.0,107803.11021913063,29148.0,82290.99221235648,19730.0,59027.36058867388,15105.0,76873.90631565667,14178.0,52591.87690407542,13677.0,73185.024710162,16105.0,98447.62302006359,19199.0,92859.54841354255,22633.0,60308.499868357525,15364.0,54158.242198419925,11847.0,818880.4864792448,148067.0
pretax_margin_ts35,39014.5249948672,9486.0,66155.39937092597,15242.0,40984.61228755833,9964.0,85744.50298803249,16446.0,133016.21891541663,21526.0,81794.77928451725,22202.0,81796.59525980178,21470.0,49784.61741589648,11617.0,22698.07608937929,5640.0,49312.87599595728,12399.0,61358.81996736133,14388.0,62958.846823242144,15744.0,68869.77369260606,16877.0,77978.64359452999,17762.0,55952.744957567185,12110.0,706705.7677431238,132203.0
cfps_ts35,134030.1079157974,16816.0,83886.59517100574,18533.0,30981.77333278188,7834.0,61790.82633443069,13169.0,75346.22845847647,17107.0,70094.74446399474,19692.0,92313.60749486666,22713.0,90330.48775642095,17025.0,31105.594740469012,6551.0,59676.07640722246,14404.0,54259.32852471814,12976.0,122344.97755172294,22250.0,51103.354151154046,13902.0,62788.90291279428,15338.0,59031.50893783838,13008.0,598723.5822336943,118823.0
fwd_ey,11399.72054167092,2265.0,11079.506573965744,2446.0,7194.806766344933,1506.0,8196.05045657698,1422.0,27103.318606814424,4750.0,26766.604278317827,4809.0,20823.990695956163,4375.0,4773.241291093639,808.0,2837.1799422474583,464.0,5556.476464934181,1493.0,9410.996448875872,2287.0,9534.893256484764,1729.0,5827.6879971218295,1123.0,16068.572814116253,3543.0,16254.57308441482,3277.0,168620.46039627003,20919.0
fwd_roic,6604.1854994301675,1325.0,6215.230942247668,1365.0,8526.961676313425,1661.0,6526.634254611096,1132.0,804.2335083782674,138.0,8768.17569470918,1999.0,16980.388837125036,3533.0,1071.0505878827535,235.0,1701.1981960982082,256.0,5395.674766204553,1362.0,9013.725710410623,2118.0,3799.288135200273,871.0,5458.8656102907835,1056.0,27773.085998754483,4783.0,8579.235261790544,1959.0,75697.6343347964,11678.0
stock_return_1Qa,28180.03055204937,7653.0,168620.55667089755,27389.0,32006.13477024478,7142.0,49055.30589123843,11421.0,100191.90854133855,26262.0,147379.97301130008,32080.0,45603.95745080742,12940.0,103756.03360707771,21061.0,33099.69526248799,8519.0,65893.34266709996,13015.0,70947.94254311734,14947.0,65776.42613940198,14624.0,159300.82063267758,27431.0,69399.36672408751,15888.0,39876.42818695465,8845.0,1208998.2821380547,161628.0
stock_return_3Qb,279860.95179930265,30792.0,748389.7247331092,52880.0,93424.78716403274,14450.0,390917.6624409891,39882.0,291432.22761349665,45495.0,583814.752043678,56772.0,79939.91218272438,18659.0,314517.1670022347,34181.0,267310.0406336326,27020.0,257507.3265560518,28138.0,243920.00022631732,31002.0,400812.06195843895,39022.0,751082.402807566,62078.0,287468.8574742832,37347.0,122533.3067203039,19368.0,4129710.0007459354,227524.0
dollar_index,19239.101488436336,4971.0,34987.381604197915,8456.0,9440.209824994994,2714.0,21667.879391694645,5393.0,76062.42106192015,15177.0,35580.87344972309,10210.0,28350.051471896615,7645.0,12377.633060234135,4246.0,20476.563216789466,5146.0,19417.76090069557,5280.0,28614.02324959171,6966.0,24911.490368715717,6293.0,49353.79968690872,11720.0,28722.901128338413,6880.0,15026.447925265997,3571.0,218508.1956345531,45610.0
crudoil,15926.296432252973,4277.0,45911.26045731414,9067.0,6956.378883456614,2105.0,17893.625661701797,4399.0,130948.4296170231,19408.0,37106.13606712875,10390.0,23186.28440652308,6666.0,29047.161782730596,6623.0,8187.875780537609,2404.0,22011.89323101076,5097.0,25966.543306396627,6263.0,32868.42848341703,7185.0,39475.85802501151,9573.0,62283.884544385604,10359.0,17049.991431918694,4085.0,278950.7093944536,52073.0
usinter3,21162.410001687946,4858.0,36406.934172436384,8237.0,9341.717872139532,2547.0,23567.077140583537,5478.0,104194.43005599953,15885.0,56741.09518605382,13518.0,42266.265908473026,9846.0,22993.120218768076,5735.0,12373.04655510979,3336.0,22360.915472273362,5262.0,35694.467510345334,7473.0,29854.17940040958,6903.0,28898.505281988182,7380.0,49418.129619276675,9446.0,18133.09404249397,4155.0,262656.0517251343,50424.0
usfrbpim,13177.838198674144,3630.0,31982.3546629915,8019.0,8450.438543503175,2581.0,16898.578655149788,4378.0,46583.287312949855,11559.0,50457.34483898198,14345.0,22280.297557077727,6576.0,14314.487820515002,4652.0,14418.833882054663,3795.0,16211.388152169646,4664.0,23925.077367538535,6137.0,24105.253033112367,6496.0,31540.70635810017,8691.0,31799.399845546228,8062.0,17021.410315400575,4104.0,254727.83211440576,52235.0
usrettotb,10915.683919467267,2951.0,39529.67551659841,7728.0,5610.667447515707,1718.0,21327.908497706467,4842.0,86237.59737890893,14950.0,28419.389949103435,8485.0,21016.98367728421,5937.0,15526.495882470228,4837.0,12040.990507692912,3132.0,29642.386328253076,5592.0,31336.06139069097,6781.0,68209.50371016675,9386.0,42831.27523575748,9314.0,36273.28440336452,7241.0,12248.399780280857,2904.0,199216.8114447063,40061.0
ushouse.o,14169.320510782418,3888.0,49915.03453974589,10119.0,6937.378564518789,2251.0,17720.5751841152,4348.0,224971.8895290506,23416.0,50191.78434837416,12842.0,21763.976057422376,6393.0,31199.12797237526,7748.0,35029.986302534584,6796.0,46189.25408913695,7614.0,40899.24528152844,8077.0,57925.1968072548,10065.0,37144.21029189143,9574.0,33423.910991827426,7483.0,17617.621819060532,4159.0,256083.46172502925,50181.0
usgdp...d,12359.182358696007,3403.0,36638.732645414195,7923.0,6959.331166703721,2101.0,26154.970902402478,5702.0,44850.61083681248,11082.0,30376.154311795828,8365.0,20741.075204812783,5801.0,15521.486914695597,5035.0,14025.749351755025,4097.0,33266.62622010755,5505.0,27249.679558356343,6440.0,54239.67908500356,8886.0,48952.14880209372,11173.0,70341.76791139366,10523.0,15464.065971569855,3687.0,209412.11480169802,43085.0
uscnper.d,18409.009606510695,4689.0,41003.375731981374,9085.0,10713.717333298411,2857.0,43513.26263089769,7794.0,97412.98513213322,16644.0,44106.50369950208,11122.0,38135.152412059884,8217.0,18721.412700703484,5463.0,14885.408671297306,3937.0,47390.37518803763,6998.0,40453.804581699995,8151.0,53411.304882840595,8929.0,84620.2520326345,14375.0,105052.152028176,13038.0,17661.967770478626,4025.0,255274.04348397383,47597.0
CPI,23006.175273484077,6022.0,54770.85181891592,12469.0,7786.672539024496,2293.0,35462.305841414076,7663.0,59349.31328466498,14103.0,50742.11861640426,15155.0,19897.299847834525,5894.0,26346.649589037937,7486.0,16026.467295392467,4098.0,40158.656559060815,9021.0,25974.140809053828,6720.0,34980.28885185846,8835.0,45053.02148030706,11324.0,28191.73005466757,7351.0,19013.028061883648,4327.0,335127.9815407346,67001.0
GDP,23823.107179555987,5151.0,87509.64041408562,16772.0,7793.836692479437,2180.0,40585.41728883212,8121.0,332671.21900528454,24149.0,177309.7924920761,26213.0,9995.16084434581,2750.0,44355.53468266513,10319.0,98176.69836423962,13822.0,43573.450646167475,7217.0,59524.36336402805,10454.0,55627.71022350865,10515.0,54599.39349082964,11828.0,43588.892516392974,8865.0,32742.53059928592,6136.0,553304.8302059377,81840.0
IPI,18835.392525328087,4776.0,99810.59468876671,16919.0,9889.905048892813,2686.0,50528.20611493653,9460.0,51293.95617347137,12651.0,50774.44083059981,13892.0,42909.65868597255,9887.0,46550.478708534676,10487.0,20880.604759101632,5325.0,34750.75180584711,7760.0,77256.20059448016,12308.0,109571.10839762351,17000.0,62913.134488978874,13630.0,131070.29123503972,16024.0,21910.221032341004,4821.0,426020.0812966327,77314.0
REER,647.0066030155868,222.0,4158.124773019925,1099.0,489.2789834848373,188.0,1863.2572806235396,740.0,6052.838261077413,2006.0,5065.480361150576,1959.0,1814.1527470847072,731.0,2780.4876415450126,1087.0,899.555123578058,293.0,1165.2431402392685,363.0,2360.7094083190905,690.0,7705.862685304016,1750.0,3470.162909362524,1212.0,5182.235744865609,1332.0,619.794700803701,180.0,61017.17813632758,13554.0
index,25539.592463070534,6371.0,108723.65417110512,17103.0,11578.112811869712,3300.0,27391.09821388075,7092.0,105969.11839918689,21332.0,190761.70861146814,28646.0,28887.575607019113,7314.0,63953.69693384097,12838.0,20135.04615056973,5053.0,58566.13792932974,8981.0,41558.06241343112,8808.0,39052.623333808195,8722.0,61506.61915297636,13681.0,24679.72820088669,6566.0,26035.145710409004,5898.0,477613.21693725453,82785.0
interest_rate_10Y,42698.09822313911,8959.0,85568.9437266451,15019.0,26481.09273481311,5806.0,54869.7258090491,10505.0,158243.5870502941,21408.0,108991.44386252057,20762.0,53684.88486557614,12869.0,50405.696448579365,11339.0,57043.21288039745,10197.0,31665.67307226871,7350.0,51854.85866195685,10687.0,125396.87583670596,20129.0,63390.20987166688,14690.0,73717.61986153151,13229.0,81727.56999995606,14725.0,850071.6259341936,118880.0
interest_rate_3M,56826.47973852994,10431.0,122058.65799500911,22182.0,39393.21036580566,7744.0,112470.41443546017,18862.0,186413.61195611887,28912.0,267498.92265531333,31951.0,52823.61355892311,10679.0,79517.61091739562,16630.0,67579.38557853927,11653.0,60097.71293381462,9849.0,84439.07169085537,14343.0,117504.82957335655,17299.0,60540.87111342997,14158.0,60207.66276495836,10534.0,39485.053142891025,7748.0,742688.1299204502,110891.0
unemployment,16046.307628516808,4195.0,37790.12462131004,8827.0,14853.426049878304,3782.0,40957.09362582559,7758.0,62636.54886789648,13202.0,36436.89692182479,10404.0,62459.74089046278,10288.0,17681.048073468006,5434.0,25038.125522764756,4780.0,45015.197879651794,7272.0,33422.37520897256,7588.0,71794.07170794831,12391.0,26837.1739990813,7532.0,22165.170344174785,5279.0,21008.62334651078,4739.0,291393.72295426397,57024.0
trial_lgbm,21190802.0,21190802.0,17047144.0,17047144.0,16774720.0,16774720.0,17515780.0,17515780.0,16578325.0,16578325.0,17984524.0,17984524.0,18453285.0,18453285.0,22026202.0,22026202.0,21659611.0,21659611.0,22484477.0,22484477.0,20722036.0,20722036.0,18156189.0,18156189.0,19372047.0,19372047.0,19452168.0,19452168.0,18236274.0,18236274.0,17802201.0,17802201.0
qcut_q,3750.0,3750.0,3750.0,3750.0,2850.0,2850.0,3750.0,3750.0,3750.0,3750.0,3750.0,3750.0,3750.0,3750.0,3600.0,3600.0,3750.0,3750.0,3750.0,3750.0,3750.0,3750.0,3600.0,3600.0,3750.0,3750.0,3600.0,3600.0,3450.0,3450.0,3600.0,3600.0
cv_number,1125.0,1125.0,1125.0,1125.0,855.0,855.0,1125.0,1125.0,1125.0,1125.0,1125.0,1125.0,1125.0,1125.0,1080.0,1080.0,1125.0,1125.0,1125.0,1125.0,1125.0,1125.0,1080.0,1080.0,1125.0,1125.0,1080.0,1080.0,1035.0,1035.0,1080.0,1080.0
mae_test,4.125655328311469,4.125655328311469,6.742216916557266,6.742216916557266,2.8121676466948466,2.8121676466948466,4.3142942243955265,4.3142942243955265,4.100555313662802,4.100555313662802,5.3026076802305315,5.3026076802305315,4.628640439365205,4.628640439365205,8.580519386052018,8.580519386052018,6.193369598018334,6.193369598018334,6.823326390845747,6.823326390845747,4.40948199557711,4.40948199557711,4.500539935375161,4.500539935375161,8.57307343559236,8.57307343559236,9.611949215471627,9.611949215471627,5.4370457130763725,5.4370457130763725,5.451837252428534,5.451837252428534
exclude_fwd,125.0,125.0,125.0,125.0,95.0,95.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,120.0,120.0,125.0,125.0,125.0,125.0,125.0,125.0,120.0,120.0,125.0,125.0,120.0,120.0,115.0,115.0,120.0,120.0
